0.01820	1.000000
0.02005	0.781111
0.02175	0.663208
0.02335	0.576230
0.02555	0.481507
0.02625	0.433669
0.02690	0.412253
0.02760	0.392853
0.02945	0.344253
0.03005	0.348020
0.03125	0.306353
0.03235	0.285406
0.03290	0.262173
0.03345	0.253783
0.03450	0.238518
0.03500	0.243741
0.03555	0.224985
0.03605	0.242414
0.03650	0.212905
0.03700	0.218252
0.03750	0.202057
0.03795	0.197036
0.03845	0.182647
0.03890	0.197589
0.03935	0.174201
0.04025	0.175265
0.04070	0.162901
0.04115	0.167846
0.04155	0.164367
0.04200	0.152978
0.04240	0.157825
0.04285	0.154746
0.04325	0.144195
0.04410	0.138879
0.04450	0.136365
0.04490	0.140991
0.04530	0.131601
0.04570	0.136150
0.04605	0.120801
0.04645	0.125049
0.04685	0.129481
0.04720	0.114979
0.04760	0.119118
0.04795	0.129932
0.04835	0.115466
0.04870	0.119709
0.04910	0.112032
0.04945	0.116201
0.04980	0.103357
0.05015	0.101886
0.05050	0.100456
0.05120	0.108269
0.05155	0.101470
0.05190	0.100122
0.05225	0.098809
0.05295	0.091469
0.05330	0.095069
0.05360	0.089190
0.05395	0.088092
0.05430	0.087021
0.05495	0.089427
0.05525	0.088378
0.05560	0.078836
0.05590	0.082034
0.05625	0.077049
0.05655	0.084417
0.05685	0.075342
0.05720	0.074516
0.05750	0.077588
0.05780	0.076756
0.05810	0.072144
0.05840	0.075144
0.05870	0.070645
0.05905	0.069919
0.05935	0.069207
0.05995	0.075154
0.06025	0.067157
0.06055	0.070000
0.06080	0.065856
0.06110	0.061963
0.06140	0.064604
0.06170	0.063996
0.06230	0.066120
0.06255	0.062239
0.06285	0.061674
0.06315	0.064337
0.06340	0.060576
0.06370	0.063201
0.06400	0.056539
0.06425	0.062104
0.06455	0.055567
0.06480	0.057992
0.06535	0.054169
0.06565	0.056546
0.06590	0.056079
0.06620	0.052839
0.06670	0.051989
0.06700	0.057145
0.06750	0.053435
0.06780	0.055809
0.06805	0.049978
0.06830	0.047114
0.06860	0.049216
0.06910	0.048477
0.06935	0.050649
0.06985	0.052532
0.07015	0.047065
0.07040	0.049183
0.07065	0.046389
0.07090	0.046058
0.07115	0.043445
0.07140	0.047800
0.07165	0.042839
0.07215	0.044472
0.07240	0.041960
0.07290	0.043572
0.07360	0.042708
0.07460	0.039527
0.07485	0.041342
0.07505	0.039025
0.07530	0.038778
0.07600	0.038057
0.07670	0.041398
0.07695	0.037135
0.07720	0.038855
0.07740	0.036691
0.07790	0.034445
0.07810	0.036045
0.07855	0.035626
0.07945	0.034818
0.07990	0.034427
0.08060	0.033857
0.08125	0.031641
0.08150	0.031470
0.08300	0.030324
0.08345	0.030012
0.08385	0.042538
0.08405	0.029555
0.08430	0.040004
0.08470	0.039604
0.08515	0.039212
0.08575	0.038639
0.08595	0.036529
0.08620	0.036353
0.08640	0.036179
0.08700	0.035665
0.08720	0.033722
0.08805	0.034840
0.08825	0.032946
0.08885	0.032497
0.08905	0.034053
0.08945	0.032060
0.08985	0.031776
0.09005	0.031635
0.09025	0.031496
0.09085	0.029531
0.09145	0.029152
0.09180	0.028904
0.09200	0.023443
0.09240	0.030042
0.09300	0.028185
0.09315	0.028069
0.09375	0.029184
0.09415	0.027501
0.09490	0.025710
0.09510	0.026956
0.09585	0.025208
0.09600	0.025110
0.09620	0.029174
0.09660	0.028950
0.09675	0.024726
0.09695	0.025928
0.09715	0.024538
0.09750	0.028404
0.09770	0.025538
0.09785	0.026782
0.09805	0.025348
0.09860	0.026387
0.09880	0.023727
0.09930	0.022295
0.09950	0.025909
0.09970	0.022134
0.10020	0.023049
0.10040	0.025449
0.10075	0.024006
0.10110	0.023837
