0.000000	0.000000
0.015000	0.002167
0.030000	0.002075
0.045000	0.002625
0.060000	0.003448
0.075000	0.002838
0.090000	0.003693
0.105000	0.017883
0.120000	0.039551
0.135000	0.044006
0.150000	0.024384
0.165000	0.018677
0.180000	0.149139
0.195000	0.189392
0.210000	0.217743
0.225000	0.240631
0.240000	0.226654
0.255000	0.241699
0.270000	0.248169
0.285000	0.246765
0.300000	0.213257
0.315000	0.174561
0.330000	0.072418
0.345000	0.160919
0.360000	0.138519
0.375000	0.061768
0.390000	0.087708
0.405000	0.024475
0.420000	0.018677
0.435000	0.032043
0.450000	0.037537
0.465000	0.039825
0.480000	0.044006
0.495000	0.023468
0.510000	0.030182
0.525000	0.019073
0.540000	0.016876
0.555000	0.022064
0.570000	0.021515
0.585000	0.025482
0.600000	0.014435
0.615000	0.010162
0.630000	0.009521
0.645000	0.012726
0.660000	0.012512
0.675000	0.006989
0.690000	0.012054
0.705000	0.010498
0.720000	0.014893
0.735000	0.010254
0.750000	0.004333
0.765000	0.004547
0.780000	0.006561
0.795000	0.019531
0.810000	0.102539
0.825000	0.122742
0.840000	0.135803
0.855000	0.152863
0.870000	0.339233
0.885000	0.362305
0.900000	0.395752
0.915000	0.387817
0.930000	0.363770
0.945000	0.342072
0.960000	0.313629
0.975000	0.147156
0.990000	0.030090
1.005000	0.015808
1.020000	0.012817
1.035000	0.009338
1.050000	0.052643
1.065000	0.069427
1.080000	0.036377
1.095000	0.040527
1.110000	0.007416
1.125000	0.003693
1.140000	0.005005
1.155000	0.069641
1.170000	0.035370
1.185000	0.021851
1.200000	0.174652
1.215000	0.362427
1.230000	0.358124
1.245000	0.397156
1.260000	0.400574
1.275000	0.381561
1.290000	0.354279
1.305000	0.305908
1.320000	0.365631
1.335000	0.291626
1.350000	0.114960
1.365000	0.046783
1.380000	0.041626
1.395000	0.034912
1.410000	0.010956
1.425000	0.007172
1.440000	0.005005
1.455000	0.003448
1.470000	0.003174
1.485000	0.030396
1.500000	0.046783
1.515000	0.030273
1.530000	0.033722
1.545000	0.018219
1.560000	0.013885
1.575000	0.013489
1.590000	0.020508
1.605000	0.013672
1.620000	0.017670
1.635000	0.008179
1.650000	0.007416
1.665000	0.008545
1.680000	0.011719
1.695000	0.003540
1.710000	0.003540
1.725000	0.003357
1.740000	0.002380
1.755000	0.001709
1.770000	0.002472
1.785000	0.002716
1.800000	0.002472
1.815000	0.002075
1.830000	0.002258
1.845000	0.003021
1.860000	0.003357
1.875000	0.002258
1.890000	0.002930
1.905000	0.002472
1.920000	0.002380
1.935000	0.003021
1.950000	0.008881
1.965000	0.070312
1.980000	0.100677
1.995000	0.103851
2.010000	0.214813
2.025000	0.237549
2.040000	0.277985
2.055000	0.283936
